"4ms Company"
"PCBA Project:","MODULE NAME"
"EMAIL:","4ms@4mscompany.com"
"DATE:","2019-11-18"
"Component Count:","101"

"Item#","Manufacturer","Manufacter Part#","Designator","Quantity","Designation","Package","SMD/TH","Points","Total Points","Comments","Supplied by:"
"1","","","-12V1","1","","TestPoint_WireHole","","","",""
"2","Mouser","TEST","C1, C3","2","","C0805","SMD","2","4","Substitution OK"
"3","Mouser","TEST","C2, C5, C12","3","","C0805","SMD","2","6","Substitution OK"
"4","Mouser","TEST","C4, C9","2","","C0603","SMD","2","4","Substitution OK"
"5","Mouser","TEST","C6","1","","C0603","SMD","2","2","Substitution OK"
"6","Mouser","TEST","C7, C10","2","","C0603","SMD","2","4","Substitution OK"
"7","Mouser","TEST","C8","1","","C0603","SMD","2","2","Substitution OK"
"8","Mouser","TEST","C11, C15, C18, C19, C20, C21, C22","7","","C0603","SMD","2","14","Substitution OK"
"9","Mouser","TEST","C13","1","","C0603","SMD","2","2","Substitution OK"
"10","Mouser","TEST","C14","1","","CP_Elec_5x5.3","SMD","2","2","Substitution OK"
"11","Mouser","TEST","C16","1","","C0603","SMD","2","2","Substitution OK"
"12","Mouser","TEST","C17","1","","C0805","SMD","2","2","Substitution OK"
"13","Mouser","","CV_In1, DCJack1, OUT1, Trigger_In1","4","","EighthInch_PJ398SM","","","","Substitution OK"
"14","Mouser","","D1, D2","2","","D_SOD-323F","SMD","2","4","Substitution OK"
"15","Mouser","","D3","1","","D_SOD-123","SMD","2","2","Substitution OK"
"16","Mouser","","DECAY1","1","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
"17","","","ENV1, ENV2, LFO1, LFO2, NSE1, NSE2, VCO1, VCO2","8","","TestPoint_Pad_10","","","",""
"18","Mouser","","LFO_LVL1","1","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
"19","Mouser","","LFO_SPEED1","1","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
"20","Mouser","","Mix1","1","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
"21","Mouser","","P1","1","","Pins_2x05_2.54mm_TH_Europower","TH","","","Substitution OK"
"22","","","PIEZO1, PIEZO2","2","","TestPoint_WireHole","","","",""
"23","Mouser","","PITCH1, SWEEP1","2","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
"24","Mouser","","POWER1, SEL_NOISE1","2","","Switch_Toggle_SPDT_SubMini","","","","Substitution OK"
"25","","","Q1, Q2","2","","SOT-363_SC-70-6","SMD","6","12",""
"26","Yageo","RC0603FR-0710KL","R1, R11, R13, R18, R29, R40, R41","7","10K, 1%, 1/10W, 0603","R0603","SMD","2","14","Substitution OK"
"27","Yageo","RC0603FR-07NCL","R2","1","NC, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"28","Yageo","RC0603FR-07100KL","R3, R4, R10, R20, R28, R30, R33, R35, R39","9","100K, 1%, 1/10W, 0603","R0603","SMD","2","18","Substitution OK"
"29","Yageo","RC0603FR-074K7L","R5","1","4K7, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"30","Yageo","RC0603FR-0722KL","R6","1","22K, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"31","Yageo","RC0603FR-073K3L","R7","1","3K3, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"32","Yageo","RC0603FR-071ML","R8, R26","2","1M, 1%, 1/10W, 0603","R0603","SMD","2","4","Substitution OK"
"33","Yageo","RC0603FR-07220RL","R9, R12, R38","3","220R, 1%, 1/10W, 0603","R0603","SMD","2","6","Substitution OK"
"34","Yageo","RC0603FR-0747KL","R14, R17, R22, R23, R24, R32, R34","7","47K, 1%, 1/10W, 0603","R0603","SMD","2","14","Substitution OK"
"35","Yageo","RC0603FR-0739KL","R15, R37","2","39K, 1%, 1/10W, 0603","R0603","SMD","2","4","Substitution OK"
"36","Yageo","RC0603FR-07470KL","R16","1","470K, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"37","Yageo","RC0603FR-0733KL","R19","1","33K, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"38","Yageo","RC0603FR-0768KL","R21, R31","2","68K, 1%, 1/10W, 0603","R0603","SMD","2","4","Substitution OK"
"39","Yageo","RC0603FR-0715KL","R25","1","15K, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"40","Yageo","RC0603FR-07330RL","R27","1","330R, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"41","Yageo","RC0603FR-0722RL","R36","1","22R, 1%, 1/10W, 0603","R0603","SMD","2","2","Substitution OK"
"42","Mouser","","Sense1","1","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
"43","","","U0","1","","SOIC-16_3.9x9.9mm_Pitch1.27mm","","","",""
"44","Mouser","","U1, U2, U3, U4, U5","5","","TSSOP-8_4.4x3mm_Pitch0.65mm","SMD","8","40","Substitution OK"
"45","","","U6","1","","SOT223","","","",""
"46","Mouser","","Volume1","1","","Pot_16mm_NoDet_RV16AF-4A","","","","Substitution OK"
